name de_dust2
sky 0.50 0.63 0.77
fog 0.56 0.64 0.73 0.013
light -0.42 -0.86 -0.28
# Generated by the arena map importer from a source map.

# ---- solids ----
plane 0.000000 -1.000000 -0.000000 -5.381701
plane 0.000000 1.000000 -0.000000 6.346901
plane 0.998618 0.052559 -0.000000 12.052166
plane -0.998618 0.052559 -0.000000 -10.167480
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -10.515600
plane 1.000000 0.000000 -0.000000 11.734799
plane 0.000000 0.000000 1.000000 10.947400
plane 0.000000 0.000000 -1.000000 -10.134600
plane 0.000000 -1.000000 -0.000000 -6.346901
plane 0.000000 1.000000 -0.000000 6.854901
plane -0.707107 0.707107 -0.000000 -2.947711
plane 0.000000 0.481919 0.876216 12.650976
plane -0.000000 0.447214 -0.894427 -6.226238
plane 0.707107 0.707107 0.000000 12.785692
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -12.903200
plane 1.000000 0.000000 -0.000000 14.224000
plane 0.000000 0.000000 1.000000 10.947400
plane 0.000000 0.000000 -1.000000 -10.134600
plane 0.000000 -1.000000 -0.000000 -5.381701
plane 0.000000 1.000000 -0.000000 6.346901
plane 0.998618 0.052559 -0.000000 14.487196
plane -0.998618 0.052559 -0.000000 -12.602509
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -12.954000
plane 1.000000 0.000000 -0.000000 14.173200
plane 0.000000 0.000000 1.000000 10.947400
plane 0.000000 0.000000 -1.000000 -10.134600
plane 0.000000 -1.000000 -0.000000 -6.346901
plane 0.000000 1.000000 -0.000000 6.854901
plane -0.707107 0.707107 -0.000000 -4.671919
plane 0.000000 0.481919 0.876216 12.650976
plane -0.000000 0.447214 -0.894427 -6.226238
plane 0.707107 0.707107 0.000000 14.509900
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -15.367000
plane 1.000000 0.000000 -0.000000 16.687799
plane 0.000000 0.000000 1.000000 10.947400
plane 0.000000 0.000000 -1.000000 -10.134600
plane 0.000000 -1.000000 -0.000000 -5.381701
plane 0.000000 1.000000 -0.000000 6.346901
plane 0.998618 0.052559 -0.000000 16.947590
plane -0.998618 0.052559 -0.000000 -15.062903
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -15.417800
plane 1.000000 0.000000 -0.000000 16.636999
plane 0.000000 0.000000 1.000000 10.947400
plane 0.000000 0.000000 -1.000000 -10.134600
plane 0.000000 -1.000000 -0.000000 -6.346901
plane 0.000000 1.000000 -0.000000 6.854901
plane -0.707107 0.707107 -0.000000 -6.414088
plane 0.000000 0.481919 0.876216 12.650976
plane -0.000000 0.447214 -0.894427 -6.226238
plane 0.707107 0.707107 0.000000 16.252069
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -17.805399
plane 1.000000 0.000000 -0.000000 19.126200
plane 0.000000 0.000000 1.000000 10.947400
plane 0.000000 0.000000 -1.000000 -10.134600
plane 0.000000 -1.000000 -0.000000 -5.381701
plane 0.000000 1.000000 -0.000000 6.346901
plane 0.998618 0.052559 -0.000000 19.382620
plane -0.998618 0.052559 -0.000000 -17.497932
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -17.856199
plane 1.000000 0.000000 -0.000000 19.075399
plane 0.000000 0.000000 1.000000 10.947400
plane 0.000000 0.000000 -1.000000 -10.134600
plane 0.000000 -1.000000 -0.000000 -6.346901
plane 0.000000 1.000000 -0.000000 6.854901
plane -0.707107 0.707107 -0.000000 -8.138297
plane 0.000000 0.481919 0.876216 12.650976
plane -0.000000 0.447214 -0.894427 -6.226238
plane 0.707107 0.707107 0.000000 17.976278
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 10.058400
plane 0.000000 0.000000 -1.000000 -8.737600
plane 0.000000 -1.000000 -0.000000 -5.559501
plane 0.000000 1.000000 -0.000000 6.524701
plane 0.000000 0.052559 0.998618 10.336699
plane -0.000000 0.052559 -0.998618 -8.433322
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 10.007600
plane 0.000000 0.000000 -1.000000 -8.788400
plane 0.000000 -1.000000 -0.000000 -6.524701
plane 0.000000 1.000000 -0.000000 7.032701
plane 0.000000 0.707107 0.707107 11.690103
plane 0.876216 0.481919 -0.000000 21.483225
plane -0.894427 0.447214 -0.000000 -15.075079
plane 0.000000 0.707107 -0.707107 -1.600677
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 7.645400
plane 0.000000 0.000000 -1.000000 -6.324600
plane 0.000000 -1.000000 -0.000000 -5.559501
plane 0.000000 1.000000 -0.000000 6.524701
plane 0.000000 0.052559 0.998618 7.927034
plane -0.000000 0.052559 -0.998618 -6.023657
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 7.594600
plane 0.000000 0.000000 -1.000000 -6.375400
plane 0.000000 -1.000000 -0.000000 -6.524701
plane 0.000000 1.000000 -0.000000 7.032701
plane 0.000000 0.707107 0.707107 9.983854
plane 0.876216 0.481919 -0.000000 21.483225
plane -0.894427 0.447214 -0.000000 -15.075079
plane 0.000000 0.707107 -0.707107 0.105572
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 5.181600
plane 0.000000 0.000000 -1.000000 -3.860800
plane 0.000000 -1.000000 -0.000000 -5.559501
plane 0.000000 1.000000 -0.000000 6.524701
plane 0.000000 0.052559 0.998618 5.466639
plane -0.000000 0.052559 -0.998618 -3.563263
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 5.130800
plane 0.000000 0.000000 -1.000000 -3.911600
plane 0.000000 -1.000000 -0.000000 -6.524701
plane 0.000000 1.000000 -0.000000 7.032701
plane 0.000000 0.707107 0.707107 8.241685
plane 0.876216 0.481919 -0.000000 21.483225
plane -0.894427 0.447214 -0.000000 -15.075079
plane 0.000000 0.707107 -0.707107 1.847741
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 2.717800
plane 0.000000 0.000000 -1.000000 -1.397000
plane 0.000000 -1.000000 -0.000000 -5.559501
plane 0.000000 1.000000 -0.000000 6.524701
plane 0.000000 0.052559 0.998618 3.006245
plane -0.000000 0.052559 -0.998618 -1.102868
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 2.667000
plane 0.000000 0.000000 -1.000000 -1.447800
plane 0.000000 -1.000000 -0.000000 -6.524701
plane 0.000000 1.000000 -0.000000 7.032701
plane 0.000000 0.707107 0.707107 6.499515
plane 0.876216 0.481919 -0.000000 21.483225
plane -0.894427 0.447214 -0.000000 -15.075079
plane 0.000000 0.707107 -0.707107 3.589911
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 0.304800
plane 0.000000 0.000000 -1.000000 1.016000
plane 0.000000 -1.000000 -0.000000 -5.559501
plane 0.000000 1.000000 -0.000000 6.524701
plane 0.000000 0.052559 0.998618 0.596580
plane -0.000000 0.052559 -0.998618 1.306797
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 0.254000
plane 0.000000 0.000000 -1.000000 0.965200
plane 0.000000 -1.000000 -0.000000 -6.524701
plane 0.000000 1.000000 -0.000000 7.032701
plane 0.000000 0.707107 0.707107 4.793266
plane 0.876216 0.481919 -0.000000 21.483225
plane -0.894427 0.447214 -0.000000 -15.075079
plane 0.000000 0.707107 -0.707107 5.296160
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 -2.159000
plane 0.000000 0.000000 -1.000000 3.479800
plane 0.000000 -1.000000 -0.000000 -5.559501
plane 0.000000 1.000000 -0.000000 6.524701
plane 0.000000 0.052559 0.998618 -1.863815
plane -0.000000 0.052559 -0.998618 3.767191
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 -2.209800
plane 0.000000 0.000000 -1.000000 3.429000
plane 0.000000 -1.000000 -0.000000 -6.524701
plane 0.000000 1.000000 -0.000000 7.032701
plane 0.000000 0.707107 0.707107 3.051096
plane 0.876216 0.481919 -0.000000 21.483225
plane -0.894427 0.447214 -0.000000 -15.075079
plane 0.000000 0.707107 -0.707107 7.038330
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 -4.622800
plane 0.000000 0.000000 -1.000000 5.943600
plane 0.000000 -1.000000 -0.000000 -5.559501
plane 0.000000 1.000000 -0.000000 6.524701
plane 0.000000 0.052559 0.998618 -4.324209
plane -0.000000 0.052559 -0.998618 6.227586
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -20.116800
plane 1.000000 0.000000 -0.000000 20.929600
plane 0.000000 0.000000 1.000000 -4.673600
plane 0.000000 0.000000 -1.000000 5.892800
plane 0.000000 -1.000000 -0.000000 -6.524701
plane 0.000000 1.000000 -0.000000 7.032701
plane 0.000000 0.707107 0.707107 1.308926
plane 0.876216 0.481919 -0.000000 21.483225
plane -0.894427 0.447214 -0.000000 -15.075079
plane 0.000000 0.707107 -0.707107 8.780499
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 14.681200
plane 1.000000 0.000000 -0.000000 -13.360400
plane 0.000000 0.000000 1.000000 27.228800
plane 0.000000 0.000000 -1.000000 -26.416000
plane 0.000000 -1.000000 -0.000000 -8.410320
plane 0.000000 1.000000 -0.000000 9.375521
plane 0.998618 0.052559 -0.000000 -12.899897
plane -0.998618 0.052559 -0.000000 15.102944
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 14.630400
plane 1.000000 0.000000 -0.000000 -13.411200
plane 0.000000 0.000000 1.000000 27.228800
plane 0.000000 0.000000 -1.000000 -26.416000
plane 0.000000 -1.000000 -0.000000 -9.375521
plane 0.000000 1.000000 -0.000000 9.883521
plane -0.707107 0.707107 -0.000000 16.974751
plane 0.000000 0.481919 0.876216 28.376547
plane -0.000000 0.447214 -0.894427 -19.434330
plane 0.707107 0.707107 0.000000 -2.853656
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 12.217400
plane 1.000000 0.000000 -0.000000 -10.896600
plane 0.000000 0.000000 1.000000 27.228800
plane 0.000000 0.000000 -1.000000 -26.416000
plane 0.000000 -1.000000 -0.000000 -8.003921
plane 0.000000 1.000000 -0.000000 8.969121
plane 0.998618 0.052559 -0.000000 -10.460862
plane -0.998618 0.052559 -0.000000 12.621190
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 12.166600
plane 1.000000 0.000000 -0.000000 -10.947400
plane 0.000000 0.000000 1.000000 27.228800
plane 0.000000 0.000000 -1.000000 -26.416000
plane 0.000000 -1.000000 -0.000000 -8.969121
plane 0.000000 1.000000 -0.000000 9.477120
plane -0.707107 0.707107 -0.000000 14.945212
plane 0.000000 0.481919 0.876216 28.180695
plane -0.000000 0.447214 -0.894427 -19.616077
plane 0.707107 0.707107 0.000000 -1.398855
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 9.804399
plane 1.000000 0.000000 -0.000000 -8.483600
plane 0.000000 0.000000 1.000000 27.228800
plane 0.000000 0.000000 -1.000000 -26.416000
plane 0.000000 -1.000000 -0.000000 -7.394320
plane 0.000000 1.000000 -0.000000 8.359521
plane 0.998618 0.052559 -0.000000 -8.083238
plane -0.998618 0.052559 -0.000000 10.179485
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 9.753600
plane 1.000000 0.000000 -0.000000 -8.534400
plane 0.000000 0.000000 1.000000 27.228800
plane 0.000000 0.000000 -1.000000 -26.416000
plane 0.000000 -1.000000 -0.000000 -8.359521
plane 0.000000 1.000000 -0.000000 8.867520
plane -0.707107 0.707107 -0.000000 12.807911
plane 0.000000 0.481919 0.876216 27.886917
plane -0.000000 0.447214 -0.894427 -19.888699
plane 0.707107 0.707107 0.000000 -0.123658
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 7.366000
plane 1.000000 0.000000 -0.000000 -6.045200
plane 0.000000 0.000000 1.000000 27.228800
plane 0.000000 0.000000 -1.000000 -26.416000
plane 0.000000 -1.000000 -0.000000 -6.784721
plane 0.000000 1.000000 -0.000000 7.749921
plane 0.998618 0.052559 -0.000000 -5.680247
plane -0.998618 0.052559 -0.000000 7.712416
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 7.315200
plane 1.000000 0.000000 -0.000000 -6.096000
plane 0.000000 0.000000 1.000000 27.228800
plane 0.000000 0.000000 -1.000000 -26.416000
plane 0.000000 -1.000000 -0.000000 -7.749921
plane 0.000000 1.000000 -0.000000 8.257920
plane -0.707107 0.707107 -0.000000 10.652650
plane 0.000000 0.481919 0.876216 27.593140
plane -0.000000 0.447214 -0.894427 -20.161320
plane 0.707107 0.707107 0.000000 1.169499
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 4.927600
plane 1.000000 0.000000 -0.000000 -3.606800
plane 0.000000 0.000000 1.000000 27.228800
plane 0.000000 0.000000 -1.000000 -26.416000
plane 0.000000 -1.000000 -0.000000 -6.175121
plane 0.000000 1.000000 -0.000000 7.140321
plane 0.998618 0.052559 -0.000000 -3.277257
plane -0.998618 0.052559 -0.000000 5.245347
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 4.876800
plane 1.000000 0.000000 -0.000000 -3.657600
plane 0.000000 0.000000 1.000000 27.228800
plane 0.000000 0.000000 -1.000000 -26.416000
plane 0.000000 -1.000000 -0.000000 -7.140321
plane 0.000000 1.000000 -0.000000 7.648321
plane -0.707107 0.707107 -0.000000 8.497389
plane 0.000000 0.481919 0.876216 27.299362
plane -0.000000 0.447214 -0.894427 -20.433943
plane 0.707107 0.707107 0.000000 2.462656
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -17.856199
plane 1.000000 0.000000 -0.000000 19.177000
plane 0.000000 0.000000 1.000000 -6.908800
plane 0.000000 0.000000 -1.000000 7.721600
plane 0.000000 -1.000000 -0.000000 -6.369406
plane 0.000000 1.000000 -0.000000 7.334606
plane 0.998618 0.052559 -0.000000 19.485264
plane -0.998618 0.052559 -0.000000 -17.496750
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -17.907000
plane 1.000000 0.000000 -0.000000 19.126200
plane 0.000000 0.000000 1.000000 -6.908800
plane 0.000000 0.000000 -1.000000 7.721600
plane 0.000000 -1.000000 -0.000000 -7.334606
plane 0.000000 1.000000 -0.000000 7.842606
plane -0.707107 0.707107 -0.000000 -7.475811
plane 0.000000 0.481919 0.876216 -2.518917
plane -0.000000 0.447214 -0.894427 10.186545
plane 0.707107 0.707107 0.000000 18.710617
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -15.392400
plane 1.000000 0.000000 -0.000000 16.713200
plane 0.000000 0.000000 1.000000 -6.908800
plane 0.000000 0.000000 -1.000000 7.721600
plane 0.000000 -1.000000 -0.000000 -6.369406
plane 0.000000 1.000000 -0.000000 7.334606
plane 0.998618 0.052559 -0.000000 17.024868
plane -0.998618 0.052559 -0.000000 -15.036356
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -15.443200
plane 1.000000 0.000000 -0.000000 16.662399
plane 0.000000 0.000000 1.000000 -6.908800
plane 0.000000 0.000000 -1.000000 7.721600
plane 0.000000 -1.000000 -0.000000 -7.334606
plane 0.000000 1.000000 -0.000000 7.842606
plane -0.707107 0.707107 -0.000000 -5.733642
plane 0.000000 0.481919 0.876216 -2.518917
plane -0.000000 0.447214 -0.894427 10.186545
plane 0.707107 0.707107 0.000000 16.968447
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -12.954000
plane 1.000000 0.000000 -0.000000 14.274800
plane 0.000000 0.000000 1.000000 -6.908800
plane 0.000000 0.000000 -1.000000 7.721600
plane 0.000000 -1.000000 -0.000000 -6.369406
plane 0.000000 1.000000 -0.000000 7.334606
plane 0.998618 0.052559 -0.000000 14.589838
plane -0.998618 0.052559 -0.000000 -12.601327
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -13.004800
plane 1.000000 0.000000 -0.000000 14.224000
plane 0.000000 0.000000 1.000000 -6.908800
plane 0.000000 0.000000 -1.000000 7.721600
plane 0.000000 -1.000000 -0.000000 -7.334606
plane 0.000000 1.000000 -0.000000 7.842606
plane -0.707107 0.707107 -0.000000 -4.009433
plane 0.000000 0.481919 0.876216 -2.518917
plane -0.000000 0.447214 -0.894427 10.186545
plane 0.707107 0.707107 0.000000 15.244236
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 15.036799
plane 1.000000 0.000000 -0.000000 -14.224000
plane 0.000000 0.000000 1.000000 -23.494999
plane 0.000000 0.000000 -1.000000 24.815800
plane 0.000000 -1.000000 -0.000000 -3.952189
plane 0.000000 1.000000 -0.000000 4.917389
plane -0.000000 0.052559 -0.998618 24.989223
plane 0.000000 0.052559 0.998618 -23.254803
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 15.036799
plane 1.000000 0.000000 -0.000000 -14.224000
plane 0.000000 0.000000 1.000000 -23.545799
plane 0.000000 0.000000 -1.000000 24.764999
plane 0.000000 -1.000000 -0.000000 -4.917389
plane 0.000000 1.000000 -0.000000 5.425389
plane -0.000000 0.707107 -0.707107 20.988619
plane -0.876216 0.481919 -0.000000 15.545266
plane 0.894427 0.447214 -0.000000 -10.523210
plane 0.000000 0.707107 0.707107 -13.172276
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 15.036799
plane 1.000000 0.000000 -0.000000 -14.224000
plane 0.000000 0.000000 1.000000 -25.933399
plane 0.000000 0.000000 -1.000000 27.254200
plane 0.000000 -1.000000 -0.000000 -3.952189
plane 0.000000 1.000000 -0.000000 4.917389
plane -0.000000 0.052559 -0.998618 27.424252
plane 0.000000 0.052559 0.998618 -25.689833
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 15.036799
plane 1.000000 0.000000 -0.000000 -14.224000
plane 0.000000 0.000000 1.000000 -25.984200
plane 0.000000 0.000000 -1.000000 27.203400
plane 0.000000 -1.000000 -0.000000 -4.917389
plane 0.000000 1.000000 -0.000000 5.425389
plane -0.000000 0.707107 -0.707107 22.712830
plane -0.876216 0.481919 -0.000000 15.545266
plane 0.894427 0.447214 -0.000000 -10.523210
plane 0.000000 0.707107 0.707107 -14.896485
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 14.046200
plane 1.000000 0.000000 -0.000000 -13.233399
plane 0.000000 0.000000 1.000000 -31.394400
plane 0.000000 0.000000 -1.000000 32.715199
plane 0.000000 -1.000000 -0.000000 -1.919267
plane 0.000000 1.000000 -0.000000 2.884475
plane -0.000000 0.052558 -0.998618 32.770859
plane 0.000000 0.052558 0.998618 -31.250134
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 14.046200
plane 1.000000 0.000000 -0.000000 -13.233399
plane 0.000000 0.000000 1.000000 -31.445200
plane 0.000000 0.000000 -1.000000 32.664398
plane 0.000000 -1.000000 -0.000000 -2.884475
plane 0.000000 1.000000 -0.000000 3.392475
plane -0.000000 0.707107 -0.707107 25.136852
plane -0.876216 0.481919 -0.000000 13.697587
plane 0.894427 0.447214 -0.000000 -10.546337
plane 0.000000 0.707107 0.707107 -20.195484
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 14.020800
plane 1.000000 0.000000 -0.000000 -13.208000
plane 0.000000 0.000000 1.000000 -28.955999
plane 0.000000 0.000000 -1.000000 30.276800
plane 0.000000 -1.000000 -0.000000 -1.919267
plane 0.000000 1.000000 -0.000000 2.884475
plane -0.000000 0.052558 -0.998618 30.335827
plane 0.000000 0.052558 0.998618 -28.815105
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 14.020800
plane 1.000000 0.000000 -0.000000 -13.208000
plane 0.000000 0.000000 1.000000 -29.006800
plane 0.000000 0.000000 -1.000000 30.226000
plane 0.000000 -1.000000 -0.000000 -2.884475
plane 0.000000 1.000000 -0.000000 3.392475
plane -0.000000 0.707107 -0.707107 23.412642
plane -0.876216 0.481919 -0.000000 13.675331
plane 0.894427 0.447214 -0.000000 -10.523619
plane 0.000000 0.707107 0.707107 -18.471273
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 14.020800
plane 1.000000 0.000000 -0.000000 -13.208000
plane 0.000000 0.000000 1.000000 -33.858200
plane 0.000000 0.000000 -1.000000 35.179001
plane 0.000000 -1.000000 -0.000000 -1.919267
plane 0.000000 1.000000 -0.000000 2.884475
plane -0.000000 0.052558 -0.998618 35.231255
plane 0.000000 0.052558 0.998618 -33.710533
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 14.020800
plane 1.000000 0.000000 -0.000000 -13.208000
plane 0.000000 0.000000 1.000000 -33.909000
plane 0.000000 0.000000 -1.000000 35.128201
plane 0.000000 -1.000000 -0.000000 -2.884475
plane 0.000000 1.000000 -0.000000 3.392475
plane -0.000000 0.707107 -0.707107 26.879021
plane -0.876216 0.481919 -0.000000 13.675331
plane 0.894427 0.447214 -0.000000 -10.523619
plane 0.000000 0.707107 0.707107 -21.937653
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 14.020800
plane 1.000000 0.000000 -0.000000 -13.208000
plane 0.000000 0.000000 1.000000 -36.296600
plane 0.000000 0.000000 -1.000000 37.617401
plane 0.000000 -1.000000 -0.000000 -1.919267
plane 0.000000 1.000000 -0.000000 2.884475
plane -0.000000 0.052558 -0.998618 37.666283
plane 0.000000 0.052558 0.998618 -36.145561
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 14.020800
plane 1.000000 0.000000 -0.000000 -13.208000
plane 0.000000 0.000000 1.000000 -36.347401
plane 0.000000 0.000000 -1.000000 37.566601
plane 0.000000 -1.000000 -0.000000 -2.884475
plane 0.000000 1.000000 -0.000000 3.392475
plane -0.000000 0.707107 -0.707107 28.603230
plane -0.876216 0.481919 -0.000000 13.675331
plane 0.894427 0.447214 -0.000000 -10.523619
plane 0.000000 0.707107 0.707107 -23.661863
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 13.995399
plane 1.000000 0.000000 -0.000000 -13.182600
plane 0.000000 0.000000 1.000000 -38.760399
plane 0.000000 0.000000 -1.000000 40.081200
plane 0.000000 -1.000000 -0.000000 -1.919267
plane 0.000000 1.000000 -0.000000 2.884475
plane -0.000000 0.052558 -0.998618 40.126675
plane 0.000000 0.052558 0.998618 -38.605957
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 13.995399
plane 1.000000 0.000000 -0.000000 -13.182600
plane 0.000000 0.000000 1.000000 -38.811199
plane 0.000000 0.000000 -1.000000 40.030399
plane 0.000000 -1.000000 -0.000000 -2.884475
plane 0.000000 1.000000 -0.000000 3.392475
plane -0.000000 0.707107 -0.707107 30.345400
plane -0.876216 0.481919 -0.000000 13.653075
plane 0.894427 0.447214 -0.000000 -10.500900
plane 0.000000 0.707107 0.707107 -25.404032
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 14.681200
plane 1.000000 0.000000 -0.000000 -13.360400
plane 0.000000 0.000000 1.000000 -41.046398
plane 0.000000 0.000000 -1.000000 41.859200
plane 0.000000 -1.000000 -0.000000 -2.715412
plane 0.000000 1.000000 -0.000000 3.680613
plane 0.998618 0.052559 -0.000000 -13.199214
plane -0.998618 0.052559 -0.000000 14.803626
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 14.630400
plane 1.000000 0.000000 -0.000000 -13.411200
plane 0.000000 0.000000 1.000000 -41.046398
plane 0.000000 0.000000 -1.000000 41.859200
plane 0.000000 -1.000000 -0.000000 -3.680613
plane 0.000000 1.000000 -0.000000 4.188612
plane -0.707107 0.707107 -0.000000 12.947842
plane 0.000000 0.481919 0.876216 -34.191753
plane -0.000000 0.447214 -0.894427 39.086029
plane 0.707107 0.707107 0.000000 -6.880565
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 12.242800
plane 1.000000 0.000000 -0.000000 -10.922000
plane 0.000000 0.000000 1.000000 -41.021000
plane 0.000000 0.000000 -1.000000 41.833801
plane 0.000000 -1.000000 -0.000000 -2.715412
plane 0.000000 1.000000 -0.000000 3.680613
plane 0.998618 0.052559 -0.000000 -10.764185
plane -0.998618 0.052559 -0.000000 12.368597
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 12.191999
plane 1.000000 0.000000 -0.000000 -10.972800
plane 0.000000 0.000000 1.000000 -41.021000
plane 0.000000 0.000000 -1.000000 41.833801
plane 0.000000 -1.000000 -0.000000 -3.680613
plane 0.000000 1.000000 -0.000000 4.188612
plane -0.707107 0.707107 -0.000000 11.223633
plane 0.000000 0.481919 0.876216 -34.169498
plane -0.000000 0.447214 -0.894427 39.063313
plane 0.707107 0.707107 0.000000 -5.156200
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 9.779000
plane 1.000000 0.000000 -0.000000 -8.458200
plane 0.000000 0.000000 1.000000 -41.046398
plane 0.000000 0.000000 -1.000000 41.859200
plane 0.000000 -1.000000 -0.000000 -2.715412
plane 0.000000 1.000000 -0.000000 3.680613
plane 0.998618 0.052559 -0.000000 -8.303790
plane -0.998618 0.052559 -0.000000 9.908203
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 9.728200
plane 1.000000 0.000000 -0.000000 -8.509000
plane 0.000000 0.000000 1.000000 -41.046398
plane 0.000000 0.000000 -1.000000 41.859200
plane 0.000000 -1.000000 -0.000000 -3.680613
plane 0.000000 1.000000 -0.000000 4.188612
plane -0.707107 0.707107 -0.000000 9.481463
plane 0.000000 0.481919 0.876216 -34.191753
plane -0.000000 0.447214 -0.894427 39.086029
plane 0.707107 0.707107 0.000000 -3.414186
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -14.264653
plane 1.000000 0.000000 -0.000000 15.773399
plane 0.000000 0.000000 1.000000 -29.895800
plane 0.000000 0.000000 -1.000000 31.404579
plane 0.000000 -1.000000 -0.000000 -5.562600
plane 0.000000 1.000000 -0.000000 6.527800
plane -0.706163 0.052497 0.706100 -31.296484
plane 0.707200 0.000081 0.707013 -10.641648
plane 0.706000 0.052681 -0.706250 33.202770
plane -0.707096 0.000095 -0.707118 11.460323
plane -0.707138 0.000000 0.707075 -31.632111
plane -0.999307 0.037220 -0.000000 -14.047729
plane 0.000000 0.037209 0.999308 -29.667988
plane 0.999303 0.037329 -0.000000 15.970225
plane 0.706982 -0.000000 -0.707232 32.955471
plane -0.000000 0.037344 -0.999303 31.590391
brush 0.434 0.603 0.297
